CHSI_County_Name;CHSI_State_Name;CHSI_State_Abbr;Strata_ID_Number;Strata_Determining_Factors;Number_Counties;Population_Size;Population_Density;Poverty;Age_19_Under;Age_19_64;Age_65_84;Age_85_and_Over;White;Black;Native_American;Asian;Hispanic
Clay;Tennessee;TN;72;frontier status, population size, poverty, age, population density;32;7992;34;16.8;20.8;63.1;14.6;1.5;96.6;1.8;0.7;0.6;2.1
Cocke;Tennessee;TN;53;frontier status, population size, poverty, age, population density;27;34929;80;19.4;22.4;63.4;12.8;1.4;96.3;2.1;0.4;0.3;1.2
Coffee;Tennessee;TN;28;frontier status, population size, poverty, age;39;50869;119;13.2;24.6;60.2;13.6;1.6;94.1;3.7;0.3;0.9;3.2
Crockett;Tennessee;TN;65;frontier status, population size, poverty, age, population density;30;14595;55;14.9;24.7;59.9;13.2;2.1;85.9;13.4;0.2;0.2;7.4
Cumberland;Tennessee;TN;50;frontier status, population size, poverty, age, population density;27;51346;75;14.1;20.4;56.5;21;2.1;98.4;0.4;0.2;0.3;1.3
Davidson;Tennessee;TN;3;frontier status, population size, poverty;39;575261;1145;13.5;24.6;64.2;9.7;1.5;67.8;27.5;0.3;2.9;6.5
Decatur;Tennessee;TN;64;frontier status, population size, poverty, age, population density;41;11686;35;15.1;20.8;60;17.1;2.1;95.9;3.5;0.1;0.2;2.6
DeKalb;Tennessee;TN;65;frontier status, population size, poverty, age, population density;30;18254;60;14.7;23;63;12.4;1.6;97.1;1.7;0.3;0.4;4.8
Dickson;Tennessee;TN;29;frontier status, population size, poverty, age;37;45894;94;11.6;25.6;62.1;10.9;1.3;93.6;4.4;0.5;0.4;1.7
Dyer;Tennessee;TN;50;frontier status, population size, poverty, age, population density;27;37829;74;15.3;25.2;61.5;11.6;1.7;84.6;13.9;0.2;0.6;1.9
Fayette;Tennessee;TN;33;frontier status, population size, poverty, age;41;34458;49;11.1;24;63.9;10.5;1.5;69.6;28.2;0.2;1.2;1.9
Fentress;Tennessee;TN;44;frontier status, population size, poverty, age;33;17159;34;20.2;22.9;62.7;12.7;1.7;99.4;0.2;0.1;0.1;0.7
Franklin;Tennessee;TN;28;frontier status, population size, poverty, age;39;41003;74;12.5;23.1;61.6;13.5;1.8;92.9;5.5;0.2;0.6;1.9
Gibson;Tennessee;TN;50;frontier status, population size, poverty, age, population density;27;48148;80;13.7;23.7;59.2;14.8;2.3;79.3;19.5;0.2;0.3;1.4
Giles;Tennessee;TN;30;frontier status, population size, poverty, age;57;29297;48;12.9;23.7;61.6;12.8;1.9;87.2;11.3;0.3;0.5;1
Grainger;Tennessee;TN;41;frontier status, population size, poverty, age;47;22283;79;15.8;22.6;63.8;12.3;1.3;98.7;0.6;0.1;0.1;1.3
Greene;Tennessee;TN;22;frontier status, population size, poverty, age;28;65318;105;14.1;22;62.4;14;1.6;96.8;2.1;0.2;0.3;1.6
Grundy;Tennessee;TN;69;frontier status, population size, poverty, age, population density;45;14608;41;20.2;24.5;60.8;12.9;1.8;99;0.3;0.2;0.2;1
Hamblen;Tennessee;TN;19;frontier status, population size, poverty, age;37;59898;372;13.9;23.7;62.4;12.6;1.3;93.7;4.1;0.3;1;9.2
Hamilton;Tennessee;TN;4;frontier status, population size, poverty;25;310935;573;13.3;23.6;62.3;12.3;1.8;76.4;20.6;0.3;1.6;2.3
Hancock;Tennessee;TN;72;frontier status, population size, poverty, age, population density;32;6704;30;23.9;21.7;63.3;13.4;1.6;99;0.5;0.1;0.1;0.4
Hardeman;Tennessee;TN;69;frontier status, population size, poverty, age, population density;45;28170;42;18.4;23.1;64.4;10.9;1.5;58.1;40.6;0.2;0.5;1.2
Hardin;Tennessee;TN;73;frontier status, population size, poverty, age, population density;23;25930;45;17.3;22.3;61.4;14.6;1.6;95.2;3.7;0.3;0.3;1.1
Hawkins;Tennessee;TN;32;frontier status, population size, poverty, age;37;56196;115;14.1;22.5;63.2;12.7;1.6;97.4;1.7;0.1;0.3;0.8
Haywood;Tennessee;TN;76;frontier status, population size, poverty, age, population density;38;19656;37;17.1;26.9;59.6;11.4;2;49;50.5;0.1;0.2;3.7
Henderson;Tennessee;TN;60;frontier status, population size, poverty, age, population density;48;26425;51;12.9;24.4;61.9;12.1;1.5;91;8;0.1;0.2;1.1
Henry;Tennessee;TN;49;frontier status, population size, poverty, age, population density;35;31511;56;14.6;21.5;60.1;16.1;2.2;90;8.6;0.2;0.4;1.1
Hickman;Tennessee;TN;41;frontier status, population size, poverty, age;47;23793;39;14.7;23.8;63.3;11.3;1.5;94.4;4.4;0.5;0.1;1.3
Houston;Tennessee;TN;64;frontier status, population size, poverty, age, population density;41;7988;40;14.4;24;59.2;15.1;1.7;96.1;3.3;0.1;0.1;2.1
Humphreys;Tennessee;TN;39;frontier status, population size, poverty, age;51;18212;34;12;23;61.2;13.9;1.9;95.8;3.2;0.2;0.4;1.2
Jackson;Tennessee;TN;64;frontier status, population size, poverty, age, population density;41;11072;36;16.8;21.1;63.1;14.3;1.6;98.8;0.6;0.1;0.2;1
Jefferson;Tennessee;TN;28;frontier status, population size, poverty, age;39;48394;177;13.4;22.8;63;12.8;1.4;96.4;2.1;0.4;0.4;2.1
Johnson;Tennessee;TN;73;frontier status, population size, poverty, age, population density;23;18116;61;19.3;18.3;65.6;13.9;2.2;96.4;2.9;0.3;0.1;0.8
Knox;Tennessee;TN;4;frontier status, population size, poverty;25;404972;796;12.7;23.3;64.1;11.1;1.5;88.2;8.7;0.3;1.6;1.7
Lake;Tennessee;TN;44;frontier status, population size, poverty, age;33;7583;46;26.3;18.5;68;12;1.4;65.9;33.2;0.4;0.2;0.9
Lauderdale;Tennessee;TN;69;frontier status, population size, poverty, age, population density;45;26795;57;17.8;25.1;63;10.2;1.7;63.9;34.7;0.6;0.4;1.3
Lawrence;Tennessee;TN;30;frontier status, population size, poverty, age;57;41101;67;14.4;25.7;59.2;13.2;1.9;97.2;1.6;0.3;0.3;1.3
Lewis;Tennessee;TN;43;frontier status, population size, poverty, age;57;11435;41;14.9;25;61.3;12.4;1.3;97.4;1.8;0.1;0.3;1.2
Lincoln;Tennessee;TN;30;frontier status, population size, poverty, age;57;32392;57;13.2;23.1;61.1;14;1.8;91.1;6.9;0.5;0.4;1.8
Loudon;Tennessee;TN;28;frontier status, population size, poverty, age;39;43387;190;10.4;21.6;60.2;16.6;1.7;97.2;1.3;0.3;0.3;3.4
McMinn;Tennessee;TN;32;frontier status, population size, poverty, age;37;51327;119;13.8;23.4;62;13;1.6;93.5;4.5;0.3;0.7;2.3
McNairy;Tennessee;TN;64;frontier status, population size, poverty, age, population density;41;25285;45;15.6;24.1;59.6;14.5;1.8;92.6;6.3;0.2;0.2;1.1
Macon;Tennessee;TN;41;frontier status, population size, poverty, age;47;21549;70;14.9;24.6;63.1;11;1.3;98.6;0.6;0.3;0.3;2.8
Madison;Tennessee;TN;22;frontier status, population size, poverty, age;28;94916;170;14;26.6;61.3;10.4;1.7;63.9;34.3;0.2;0.8;2.3
Marion;Tennessee;TN;32;frontier status, population size, poverty, age;37;27757;56;13.7;23.3;63.1;12.3;1.2;94.8;4.1;0.3;0.3;0.8
Marshall;Tennessee;TN;30;frontier status, population size, poverty, age;57;28372;76;11.1;24.4;63.1;10.9;1.6;91.6;7.5;0.2;0.2;3.6
Maury;Tennessee;TN;19;frontier status, population size, poverty, age;37;76292;124;11.6;25.5;62.7;10.5;1.3;84.8;13.3;0.4;0.6;4.2
Meigs;Tennessee;TN;41;frontier status, population size, poverty, age;47;11657;60;15.9;23.9;63.2;11.8;1.1;97.4;1.8;0.3;0.2;0.7
Monroe;Tennessee;TN;32;frontier status, population size, poverty, age;37;43185;68;14.9;24.3;61.8;12.3;1.6;95.7;2.1;0.3;0.7;2.6
Montgomery;Tennessee;TN;15;frontier status, population size, poverty, age;23;147202;273;12.3;29.6;62.3;7.3;0.8;74.4;20;0.5;2.2;5.2
Moore;Tennessee;TN;37;frontier status, population size, poverty, age;30;6024;47;9.7;22.2;62;13.8;2;96;3.4;0.1;0.2;0.7
Morgan;Tennessee;TN;44;frontier status, population size, poverty, age;33;20157;39;16.5;22;65;11.6;1.4;96.8;2.5;0.2;0.2;0.8
Obion;Tennessee;TN;30;frontier status, population size, poverty, age;57;32213;59;12.8;23.3;61;13.7;2;88.9;10.2;0.1;0.3;3.2
Overton;Tennessee;TN;64;frontier status, population size, poverty, age, population density;41;20523;47;15.7;22.6;61.3;14.3;1.8;98.3;0.8;0.3;0.2;0.8
Perry;Tennessee;TN;62;frontier status, population size, poverty, age, population density;32;7574;18;14.2;23.6;59.9;14.5;1.9;96;2.8;0.2;0.5;1.1
Pickett;Tennessee;TN;72;frontier status, population size, poverty, age, population density;32;4821;30;15.7;21.2;59.8;17.4;1.6;98.5;1.2;0;0;1.1
Polk;Tennessee;TN;41;frontier status, population size, poverty, age;47;15944;37;14;22.5;62.6;13.7;1.3;98;0.8;0.1;0.2;0.8
Putnam;Tennessee;TN;19;frontier status, population size, poverty, age;37;66580;166;14.2;23.6;62.7;12;1.6;95.9;1.9;0.3;1.2;4.4
Rhea;Tennessee;TN;32;frontier status, population size, poverty, age;37;29918;95;14.3;24.4;61.7;12.2;1.7;96.1;2.2;0.4;0.4;2.2
Roane;Tennessee;TN;50;frontier status, population size, poverty, age, population density;27;52889;147;13.2;21.5;61.8;15;1.7;95.2;2.9;0.2;0.5;0.9
Robertson;Tennessee;TN;45;frontier status, population size, poverty, age, population density;38;60379;127;9.7;25.9;63;10;1.1;90.3;8.3;0.3;0.4;5.2
Rutherford;Tennessee;TN;12;frontier status, population size, poverty, age;57;218292;353;9.2;26.6;65.6;7;0.8;84.6;11.3;0.3;2.7;4.8
Scott;Tennessee;TN;69;frontier status, population size, poverty, age, population density;45;21868;41;19.5;25.6;62.6;10.5;1.2;98.5;0.4;0.2;0.2;0.6
Sequatchie;Tennessee;TN;41;frontier status, population size, poverty, age;47;12691;48;14.4;23.9;63;11.7;1.4;98.4;0.7;0.3;0.3;0.8
Sevier;Tennessee;TN;19;frontier status, population size, poverty, age;37;79282;134;12.4;22.6;63.6;12.5;1.3;97.5;0.8;0.3;0.6;1.7
Shelby;Tennessee;TN;3;frontier status, population size, poverty;39;909035;1205;16.6;28.4;61.8;8.6;1.2;45.6;51.3;0.2;2;3.4
Smith;Tennessee;TN;60;frontier status, population size, poverty, age, population density;48;18647;59;11.9;24.1;63.1;11.2;1.7;95.7;3.1;0.4;0.2;1.7
Stewart;Tennessee;TN;59;frontier status, population size, poverty, age, population density;32;12969;28;12.7;23.1;62.3;13.2;1.4;94.8;2.6;0.6;1.5;1.2
Sullivan;Tennessee;TN;14;frontier status, population size, poverty, age;40;152716;370;12.8;21.5;61.8;14.8;1.8;96.5;2.1;0.2;0.5;0.8
Sumner;Tennessee;TN;12;frontier status, population size, poverty, age;57;145009;274;9.5;25.1;63.7;10;1.2;91.3;6.5;0.3;0.9;2.4
Tipton;Tennessee;TN;33;frontier status, population size, poverty, age;41;55998;122;11.5;26.8;62.9;9.3;1;79.1;19.1;0.4;0.5;1.6
Trousdale;Tennessee;TN;65;frontier status, population size, poverty, age, population density;30;7677;67;12.9;23.5;62.8;11.9;1.8;88.5;10.5;0.2;0.4;2.6
Unicoi;Tennessee;TN;65;frontier status, population size, poverty, age, population density;30;17572;94;12.8;19.9;61.6;16.2;2.2;98.7;0.6;0.3;0.1;2.7
Union;Tennessee;TN;41;frontier status, population size, poverty, age;47;19076;85;16.8;24.3;63.9;10.7;1.1;98.4;0.6;0.1;0.2;1
Van Buren;Tennessee;TN;41;frontier status, population size, poverty, age;47;5470;20;15.2;21.8;64.1;12.6;1.5;99.2;0.4;0.1;0.1;0.4
Warren;Tennessee;TN;32;frontier status, population size, poverty, age;37;39753;92;15.3;23.9;61.8;12.8;1.6;95.4;3.2;0.2;0.6;6.7
Washington;Tennessee;TN;14;frontier status, population size, poverty, age;40;112507;345;13.6;22.1;63.6;12.7;1.7;93.8;4;0.3;0.9;1.8
Wayne;Tennessee;TN;44;frontier status, population size, poverty, age;33;16909;23;17.3;20.2;65.3;12.9;1.6;91.7;7.5;0.2;0.4;0.9
Weakley;Tennessee;TN;30;frontier status, population size, poverty, age;57;33732;58;14.7;22.7;62.6;12.5;2.1;90.4;7;0.1;1.9;1.4
White;Tennessee;TN;65;frontier status, population size, poverty, age, population density;30;24253;64;14.8;23;61.2;14.3;1.5;97.3;1.8;0.2;0.3;1.1
Williamson;Tennessee;TN;12;frontier status, population size, poverty, age;57;153595;264;5.1;26.4;65;7.8;0.8;92.1;5;0.2;2;3.4
Wilson;Tennessee;TN;45;frontier status, population size, poverty, age, population density;38;100508;176;7.9;25.2;64.6;9.1;1;91.4;6.8;0.3;0.7;2.1
Anderson;Texas;TX;8;frontier status, population size, poverty;54;56408;53;20.1;21.2;66.9;10.1;1.8;75.3;22.6;0.7;0.7;13.1
Andrews;Texas;TX;42;frontier status, population size, poverty, age;53;12748;8;15;29.5;57.4;11.8;1.3;96;1.9;1.1;0.8;43.9
Angelina;Texas;TX;23;frontier status, population size, poverty, age;37;81557;102;17.3;28.5;58.3;11.5;1.7;83.3;14.9;0.4;0.7;16.8
Aransas;Texas;TX;73;frontier status, population size, poverty, age, population density;23;24640;98;18.5;22.9;56.5;18.5;2.1;93.7;2;0.6;2.6;21.7
Archer;Texas;TX;38;frontier status, population size, poverty, age;35;9095;10;9.1;26.3;61.1;11.2;1.4;97.7;0.4;0.6;0.2;6.3
Armstrong;Texas;TX;79;frontier status, population size, poverty, age;33;2173;2;9.7;23.7;57.2;16.3;2.8;98.8;0.4;0.7;0;7.1
Atascosa;Texas;TX;51;frontier status, population size, poverty, age, population density;33;43226;35;19;30.3;59;9.6;1.2;97;1.1;0.9;0.6;60.4
Austin;Texas;TX;40;frontier status, population size, poverty, age;62;26123;40;11.3;26.1;59;12.7;2.1;88.9;9.9;0.3;0.4;19.6
Bailey;Texas;TX;66;frontier status, population size, poverty, age, population density;37;6726;8;17.9;31.1;53.7;13;2.2;97;1.7;0.9;0.3;51.1
Bandera;Texas;TX;59;frontier status, population size, poverty, age, population density;32;19988;25;12.4;23.1;61;14.5;1.4;97.2;0.5;0.9;0.4;16.3
Bastrop;Texas;TX;33;frontier status, population size, poverty, age;41;69932;79;12.6;27.1;62.8;9;1;88.6;8.8;0.9;0.7;27.6
Baylor;Texas;TX;87;frontier status, population size, poverty, age;32;3843;4;16.7;23.2;54;18.8;4.1;94.9;3.4;0.8;0.9;9.7
Bee;Texas;TX;51;frontier status, population size, poverty, age, population density;33;32873;37;24.6;23.5;66.4;8.9;1.3;87.7;10.7;0.6;0.8;55.6
Bell;Texas;TX;6;frontier status, population size, poverty;53;256057;242;14.8;33;57.8;8.1;1.2;71;21.5;0.9;3.4;18.3
Bexar;Texas;TX;1;frontier status, population size;34;1518370;1218;17.6;29.5;60.2;9.1;1.2;88.2;7.4;1.1;2.1;56.4
Blanco;Texas;TX;58;frontier status, population size, poverty, age, population density;48;9110;13;10.5;24.3;63.5;10.4;1.8;97.7;1;0.5;0.2;17.5
Borden;Texas;TX;78;frontier status, population size, poverty, age;43;648;1;6.9;19.4;65.8;13.4;1.4;98.8;0.2;0;0;14
Bosque;Texas;TX;62;frontier status, population size, poverty, age, population density;32;18053;18;14.3;24.2;56.6;16.6;2.6;96;2.2;0.6;0.3;14.3
Bowie;Texas;TX;23;frontier status, population size, poverty, age;37;90643;102;17.5;25.1;61.7;11.6;1.6;73.2;24.3;0.6;0.7;5.3
Brazoria;Texas;TX;15;frontier status, population size, poverty, age;23;278484;201;11.5;28.7;62.4;8.1;0.8;84.3;10.1;0.6;3.9;24.8
Brazos;Texas;TX;7;frontier status, population size, poverty;33;156305;267;18.9;26.5;66;6.5;1;83;10.8;0.5;4.7;19.6
Brewster;Texas;TX;86;frontier status, population size, poverty, age;38;9079;1;17.5;24.4;61.1;12.9;1.6;95.6;2.1;1;0.5;42.8
Briscoe;Texas;TX;88;frontier status, population size, poverty, age;23;1644;2;15.7;26.3;53.4;18.3;2.1;96.2;3.1;0.5;0;26.5
Brooks;Texas;TX;66;frontier status, population size, poverty, age, population density;37;7687;8;29.5;31.2;53.1;14;1.7;98.6;0.5;0.8;0.1;91.3
Brown;Texas;TX;36;frontier status, population size, poverty, age;23;38664;41;18.1;26.3;58;13.7;2;93.9;4.1;0.7;0.6;17.6
Burleson;Texas;TX;43;frontier status, population size, poverty, age;57;17238;26;15.5;26.1;57.5;14.2;2.2;84.2;14.2;0.6;0.3;16.2
Burnet;Texas;TX;49;frontier status, population size, poverty, age, population density;35;41676;42;11.9;23;56;18.3;2.7;96.4;1.7;0.7;0.4;16
Caldwell;Texas;TX;52;frontier status, population size, poverty, age, population density;40;36523;67;14.7;27.8;60.8;9.8;1.6;89.9;7.9;0.7;0.7;43.2
Calhoun;Texas;TX;42;frontier status, population size, poverty, age;53;20606;40;16.3;28.7;56.8;13.2;1.3;92.6;2.6;0.6;3.9;43.9
Callahan;Texas;TX;43;frontier status, population size, poverty, age;57;13516;15;14.3;24.2;58.2;15.6;2.1;97.2;0.8;0.6;0.5;8
Cameron;Texas;TX;5;frontier status, population size, poverty;25;378311;418;29.5;35.5;53.9;9.3;1.3;97.5;0.8;0.6;0.7;85.9
Camp;Texas;TX;73;frontier status, population size, poverty, age, population density;23;12238;62;18.2;28.8;55.8;13.8;1.7;80.6;17.6;0.4;0.9;19.8
Carson;Texas;TX;56;frontier status, population size, poverty, age, population density;39;6586;7;9;26.3;57.5;14;2.1;97.3;0.9;1;0.2;8.6
Cass;Texas;TX;36;frontier status, population size, poverty, age;23;30155;32;17.4;24;57.6;15.8;2.7;79.6;18.8;0.5;0.2;2.5
Castro;Texas;TX;66;frontier status, population size, poverty, age, population density;37;7640;9;19.7;32.3;53.9;12.6;1.2;95.3;2.5;1.8;0.3;53.3
Chambers;Texas;TX;39;frontier status, population size, poverty, age;51;28411;47;10.6;26.9;64.3;8;0.9;87.4;10.3;0.6;1;14.5
Cherokee;Texas;TX;35;frontier status, population size, poverty, age;27;48464;46;18.2;27.5;58.2;12.3;2;83.5;14.7;0.5;0.6;16.8
Childress;Texas;TX;70;frontier status, population size, poverty, age, population density;37;7676;11;21.2;22.5;63;12.2;2.3;83.7;15.2;0.4;0.5;23.3
Clay;Texas;TX;58;frontier status, population size, poverty, age, population density;48;11287;10;11.1;22.8;61.9;13.6;1.7;96.9;0.6;1.2;0.1;3.8
Cochran;Texas;TX;86;frontier status, population size, poverty, age;38;3289;4;22.7;31.4;53;13.2;2.4;92.3;6.1;1.1;0.5;48.3
Coke;Texas;TX;84;frontier status, population size, poverty, age;52;3612;4;14.8;24.9;50.6;21.6;2.9;96.5;2.2;0.9;0.2;18.9
Coleman;Texas;TX;70;frontier status, population size, poverty, age, population density;37;8665;7;20.6;23.9;53.9;18.8;3.4;95.8;2.5;0.7;0.6;14.6
Collin;Texas;TX;10;frontier status, population size, poverty, age;36;659457;778;5.4;28.5;65.5;5.5;0.5;81.3;6.9;0.5;9.6;12.7
Collingsworth;Texas;TX;88;frontier status, population size, poverty, age;23;2968;3;18.5;26.5;52.6;17.6;3.3;91.4;5.7;1.8;0.2;25.7
Colorado;Texas;TX;43;frontier status, population size, poverty, age;57;20736;22;15.6;25.9;55.9;15.5;2.7;84.6;14.2;0.5;0.4;22.4
Comal;Texas;TX;18;frontier status, population size, poverty, age;20;96018;171;9.9;24.8;61.4;12.1;1.7;96.4;1.5;0.6;0.7;23.6
Comanche;Texas;TX;70;frontier status, population size, poverty, age, population density;37;13709;15;18;25.3;54.5;17.2;3;97.8;0.6;0.8;0.4;23.4
Concho;Texas;TX;87;frontier status, population size, poverty, age;32;3735;4;18.6;15.5;71;11.3;2.2;98;1.2;0.6;0.1;44.2
Cooke;Texas;TX;34;frontier status, population size, poverty, age;22;38847;44;13.6;27.3;58.4;12.5;1.8;94.1;3.2;1;0.6;12.6
Coryell;Texas;TX;20;frontier status, population size, poverty, age;32;75802;72;15.7;28.4;65.1;5.8;0.7;72;21.5;1;2.6;13.6
Cottle;Texas;TX;87;frontier status, population size, poverty, age;32;1746;2;19.5;23.1;51.6;20.4;4.9;87.9;11.8;0;0;22.1
Crane;Texas;TX;83;frontier status, population size, poverty, age;29;3837;5;11.8;30.8;57.2;10.5;1.5;94.6;3.3;1.7;0.4;49.5
Crockett;Texas;TX;86;frontier status, population size, poverty, age;38;3934;1;15.1;26.3;59.3;12.5;2;97.3;0.9;1.1;0.6;56.3
Crosby;Texas;TX;74;frontier status, population size, poverty, age, population density;30;6686;7;22.8;30.8;54;13.1;2.1;93.7;4.8;1;0.3;48.5
Culberson;Texas;TX;86;frontier status, population size, poverty, age;38;2627;1;23.1;31;56.6;11.3;1.1;97.5;1;0.4;1.1;71.5
Dallam;Texas;TX;83;frontier status, population size, poverty, age;29;6174;4;14.4;31.5;58.2;9.5;0.9;96.1;2.3;1.1;0.3;32.2
Dallas;Texas;TX;1;frontier status, population size;34;2305454;2621;16.9;29.7;62;7.4;0.9;72.9;20.9;0.6;4.5;36.1
Dawson;Texas;TX;66;frontier status, population size, poverty, age, population density;37;14256;16;22.5;25.8;60.4;11.9;1.9;90.2;8.9;0.4;0.4;50.3
Deaf Smith;Texas;TX;66;frontier status, population size, poverty, age, population density;37;18538;12;17.7;34.1;53.8;10.8;1.4;96.1;1.7;1.1;1.2;62.1
Delta;Texas;TX;70;frontier status, population size, poverty, age, population density;37;5480;20;16.1;24.6;59;14.4;2;90.8;7;0.9;0.3;4.1
Denton;Texas;TX;10;frontier status, population size, poverty, age;36;554642;624;8.3;28.3;66.4;4.9;0.5;85.1;7.1;0.6;5.6;15.2
DeWitt;Texas;TX;71;frontier status, population size, poverty, age, population density;33;20507;23;19;23.2;59.3;15.1;2.4;88.2;10.7;0.6;0.4;29.3
Dickens;Texas;TX;87;frontier status, population size, poverty, age;32;2646;3;18.5;18.5;64.1;14.7;2.7;88.9;9;0.2;1.7;27.1
Dimmit;Texas;TX;66;frontier status, population size, poverty, age, population density;37;10395;8;28.3;32.9;55.4;10.1;1.6;97;1.5;0.8;0.8;83.5
Donley;Texas;TX;87;frontier status, population size, poverty, age;32;3889;4;16.4;24.5;54.4;18.1;3;93.5;4.9;1;0.3;7.1
Duval;Texas;TX;66;frontier status, population size, poverty, age, population density;37;12578;7;25.2;28.9;56.6;12.6;1.9;98.4;0.7;0.7;0.2;88
Eastland;Texas;TX;71;frontier status, population size, poverty, age, population density;33;18393;20;18.1;24.9;55.5;16.8;2.7;96.2;2.3;0.6;0.3;13.6
Ector;Texas;TX;7;frontier status, population size, poverty;33;125339;139;19.3;31.3;57.7;9.9;1.1;92.4;4.9;1.1;0.8;47.6
Edwards;Texas;TX;86;frontier status, population size, poverty, age;38;1987;1;22.8;27.9;60.6;10.2;1.2;94.5;3;0.8;1.8;46.2
Ellis;Texas;TX;15;frontier status, population size, poverty, age;23;133474;142;10.9;28.9;62.1;8;1.1;89.2;8.7;0.7;0.5;21.1
El Paso;Texas;TX;3;frontier status, population size, poverty;39;721598;712;25.7;33.1;56.6;9.2;1.1;93.5;3.3;1.1;1.3;80.9
Erath;Texas;TX;49;frontier status, population size, poverty, age, population density;35;34076;31;15.8;26.7;59.8;11.4;2.1;96.5;1.1;0.7;1;16.3
Falls;Texas;TX;71;frontier status, population size, poverty, age, population density;33;17646;23;21.6;27.4;56.6;13.6;2.3;71.8;26.9;0.7;0.3;17.8
Fannin;Texas;TX;49;frontier status, population size, poverty, age, population density;35;33142;37;15.4;23.2;60.5;14.1;2.1;90;7.7;0.9;0.5;7.2
Fayette;Texas;TX;62;frontier status, population size, poverty, age, population density;32;22537;24;12.5;23.2;55.8;17.2;3.8;91.5;7.4;0.6;0.3;15.6
Fisher;Texas;TX;87;frontier status, population size, poverty, age;32;4089;5;14.3;22.5;54.4;19.5;3.6;95.6;3.4;0.4;0.2;22.5
Floyd;Texas;TX;74;frontier status, population size, poverty, age, population density;30;7174;7;20.5;30.5;53;14;2.4;94.3;4.1;1.1;0.6;48.3
Foard;Texas;TX;87;frontier status, population size, poverty, age;32;1518;2;15.6;25.3;52.4;19;3.4;94.7;3.6;1.1;0.3;18.4
Fort Bend;Texas;TX;10;frontier status, population size, poverty, age;36;463650;530;8.4;28.9;65;5.6;0.5;62.4;21.1;0.4;14.9;22.3
Franklin;Texas;TX;64;frontier status, population size, poverty, age, population density;41;10200;36;13.7;23;58.8;16.3;1.9;93.4;5;0.8;0.5;10.2
Freestone;Texas;TX;62;frontier status, population size, poverty, age, population density;32;18800;21;15;23.5;61.2;13.3;2;80.6;18.2;0.4;0.3;10.1
Frio;Texas;TX;66;frontier status, population size, poverty, age, population density;37;16387;14;27.8;28.5;59.8;10.4;1.3;93.5;5;0.8;0.8;74.3
Gaines;Texas;TX;66;frontier status, population size, poverty, age, population density;37;14712;10;18.9;33.4;55.8;9.8;1;95.8;2.7;1.1;0.3;38.6
Galveston;Texas;TX;6;frontier status, population size, poverty;53;277563;697;13.7;27;62.1;9.7;1.2;80.7;14.9;0.5;2.8;19.8
Garza;Texas;TX;88;frontier status, population size, poverty, age;23;5002;6;19.5;29.3;57.1;11.8;1.7;92.9;5.8;0.5;0.2;38.9
Gillespie;Texas;TX;59;frontier status, population size, poverty, age, population density;32;23088;22;10.8;20.7;53.8;21.7;3.8;98.6;0.4;0.5;0.2;16.9
Glasscock;Texas;TX;83;frontier status, population size, poverty, age;29;1327;1;10.4;29.8;58.4;10.4;1.4;98;0.8;0.2;1.1;30.7
Goliad;Texas;TX;43;frontier status, population size, poverty, age;57;7102;8;15.2;23.8;59.2;15.3;1.7;94.1;5.1;0.6;0.2;36.2
Gonzales;Texas;TX;75;frontier status, population size, poverty, age, population density;37;19587;18;18.8;28.1;56.1;13.5;2.3;90.1;8.1;0.9;0.6;42.8
Gray;Texas;TX;63;frontier status, population size, poverty, age, population density;32;21479;23;15;24.4;57.4;15.4;2.7;90.6;6.1;1;0.6;16.4
Grayson;Texas;TX;6;frontier status, population size, poverty;53;116834;125;13.5;25.8;59.4;12.8;2;90.1;5.9;1.4;0.7;8.7
Gregg;Texas;TX;6;frontier status, population size, poverty;53;115649;422;16.4;28;58.7;11.7;1.6;76.9;20.4;0.6;1;11.8
Grimes;Texas;TX;68;frontier status, population size, poverty, age, population density;34;25192;32;16.8;24.3;62.4;11.6;1.8;80.4;18.3;0.4;0.4;17.5
Guadalupe;Texas;TX;23;frontier status, population size, poverty, age;37;103032;145;12.1;27.1;61.1;10.5;1.4;91.4;5.6;0.7;1.2;33.6
Hale;Texas;TX;51;frontier status, population size, poverty, age, population density;33;36233;36;20.1;32.1;55.5;10.8;1.6;92;5.9;1.2;0.6;52
Hall;Texas;TX;87;frontier status, population size, poverty, age;32;3700;4;22.4;28;50.9;17.2;3.9;90.3;8.3;0.8;0.5;29.2
Hamilton;Texas;TX;61;frontier status, population size, poverty, age, population density;32;8105;10;15.8;23.9;55.1;17.2;3.8;98.7;0.3;0.3;0.3;8.9
Hansford;Texas;TX;80;frontier status, population size, poverty, age;41;5230;6;13.7;29.7;54.6;14.4;1.3;98.2;0.3;0.9;0.4;38.8
Hardeman;Texas;TX;70;frontier status, population size, poverty, age, population density;37;4291;6;16.5;24.1;56;16.6;3.3;92.9;5.4;1;0.3;15.3
Hardin;Texas;TX;29;frontier status, population size, poverty, age;37;50976;57;12.5;26.2;61.4;11.2;1.2;92;6.6;0.3;0.3;3
Harris;Texas;TX;1;frontier status, population size;34;3693050;2136;16.2;30.1;62.2;6.9;0.7;74.4;18.4;0.6;5.6;37.3
Harrison;Texas;TX;8;frontier status, population size, poverty;54;63459;71;16.1;26.9;60.2;11.2;1.7;75.3;23.1;0.4;0.6;7.4
